번호,작성자,작성일,댓글,회차,좋아요,대댓글수
150,흑염룡,21.08.05,"와씨 개쩐다!
내가 아는 전세계의 모든 고자중에
이시키가 젤 멋지네",절륜환관 124화,5,댓글 달기
151,흑염룡,21.08.03,"""누굽니끼요오~옷!!""",절륜환관 96화,5,댓글 달기
152,05,21.07.08,"이거는 아무리 마교 막아야한다고 해도 제갈애들이랑 다르게 눈앞에서 깝친거라 구족 죽일거 같은데. 무협마다 비중이 다르긴 하지만 사천에는 아미파 청성파도 있으니까

당씨들 잘 들어가고~",절륜환관 217화,5,댓글 달기
153,기기ㅣㄱ,21.06.27,"개늘어지네 이미 다 아는 과거 얘기는 재차 꺼낼 필요도 없었는데ㅎㅎ
과거와 현재가 이미 판이하게 바뀐 것은 여태까지 매 화마다 강조되었던 부분이고
문피아에서 점차 하향세인 이유는 이런 것 때문입니다. 작가 본인은 작품의 완성도라고 생각하겠지만..이런 늘어지는 느낌을 주지 않고서도 충분히 가능한데, 분량이 필요하시면 더 건설적으로 쓰시지",절륜환관 209화,5,댓글 달기
154,1214,21.06.23,님들 하차 잘하세요 저는 재밋으니 계속봅니다 ㅋㅋ,절륜환관 206화,5,댓글 달기
155,제갈승계,21.06.18,"어허 가만히 있어 보게들!
지금 극한의 이득충이 저기 있지 않은가!",절륜환관 202화,5,댓글 달기
156,돌팔이의사,21.06.16,쐐기 지대로박네,절륜환관 201화,5,댓글 달기
157,세월은구름처럼,21.06.14,바닷물을 마신듯한 갈증이 있었는데 이 한편으로 제 갈증이 채워지고 오히려 약수를 마신듯 합니다!,절륜환관 200화,5,댓글 달기
158,skajv,21.05.26,"와 진짜 감탄이 저절로나오네....
진짜 수십명이서 등장인물 하나씩 잡고 인격 상황 토의해가면서 꼼꼼하게 쓴거같음..
ㄹㅇ 소설계의 최고고자...",절륜환관 147화,5,댓글 달기
159,wkkLoq,21.05.25,진짜 작품 제대로네 케릭 하나하나 살아있고 의심을 할라치면 그걸 카운터 쳐버리시고 스토리도 ㅈㄴ 짜임세 오지게 딱딱 들어맞네... 거의 필력부분 꽉찬 육각형이신듯,절륜환관 97화,5,1
160,연록흔好,21.05.24,이산가족 상봉은 명함도 못내밀겠네ㅡㅡ,절륜환관 157화,5,1
161,셀세타,21.05.15,설마 부인셋 놔두고 이유경부터 취하는거야?,절륜환관 185화,5,2
162,세월은구름처럼,21.05.14,언제 환골탈태하노노노ㅗ너너너너ㅓ노노나ㅏ내내나나ㅏ가개아ㅣㅇ아,절륜환관 184화,5,댓글 달기
163,?!,21.05.11,먹을 핑계 만들어준 꼴이 된건가,절륜환관 182화,5,댓글 달기
164,늘푸르른남자,21.05.11,왠지 그 약 이유경이 먹게 될것 같다 ㅋㅋㅋ,절륜환관 181화,5,댓글 달기
165,✋발사,21.04.26,주둥아리  생사경 ㅋㅋ,절륜환관 96화,5,댓글 달기
166,하늘위푸른바다,21.04.15,해남의 마늘쫑이옵니다.,절륜환관 143화,5,댓글 달기
167,연록흔好,21.04.15,해남의ㅡ해남의  해남고구마입니다,절륜환관 143화,5,댓글 달기
168,궁스스,21.04.12,가즈아~~~,절륜환관 161화,5,댓글 달기
169,정영기,21.04.07,늘어지는감이있네요,절륜환관 155화,5,댓글 달기
170,룰룰,21.04.05,계의 군사인 유경을 심문하면  알게될텐데요?,절륜환관 132화,5,4
171,햇볕한줌,21.04.05,"소설로서는 정말 좋다 허나,
환관이 판치는거 볼려니 심기가 안좋다

그들이 생각하고 위하는 세상은 결국 황족만의 세상이니까",절륜환관 98화,5,댓글 달기
172,아츠,21.03.30,"배째는게 왜 이상하죠???
조선역사에서도 왕이 하는 일에 아니되옵니다!!!
하고 도끼 들고 시위하던 세상인데
물론 황제에게 대드는 건 문제지만
저 상황을 보면 (황제의) 내신vs외신 싸움인데요.
우린 인공이가 실무에 필요해서 특채하려고 합니다 승인부탁드립니다. 이러니까 외신들이 아니 네가 뭘믿고 특채하냐, 학교도 안나오고 글도 못읽는 애들 뭐에 쓰냐",절륜환관 122화,5,1
173,친구아빠,21.03.26,? : 이제 그 연제분을 내놓아라. 독(讀) 할 것이다.,절륜환관 146화,5,댓글 달기
174,병주니,21.03.25,난 이번화가 내용이 알차서 좋구만...무협이라고  해서 맨날 싸우는 내용만 나오면  먼 재미? 이렇게  머리 굴리는 스토리도 있어서 지루하지 않고  흥미진진 하구만... 간만에 연참  기다려지는 소설,절륜환관 144화,5,댓글 달기
175,nfj,21.03.25,이부분 전개가 느리긴 하지만 꼭 필요한 부분이라고 생각되는데 여기서 전개를 빠르게 했다간 제갈승무는 이때까지 했던 말을 읍소했다 정도 밖에 안되는데 이러면 내용 퀄리티가 떨어지는 결과밖에 안남고 떨어지면 또 떨어진다 불만 가질꺼면서 작가님도 이부분 전개가 좀 느리다고 느끼셔서 연참하신걸꺼고 무엇보다 이소설의 재미는  상대가 논리를 펼치면 그에 반박하고,절륜환관 144화,5,2
176,mk,21.03.25,"첫작품에 이정도 퀄이면 닥추천하고
그냥 볼 것이지 뭐 이렇게 시부모들이 많음?
글 쓰다보면 슬럼프도 오고 늘어질 수도 있음.
첫작품인만큼 시행착오도 많을텐데
격려해주진 못할망정 연참까지 했는데
늘어지네 전개느리네 개소리들이
점령하고 있네.",절륜환관 144화,5,댓글 달기
177,04,21.03.22,이잉 쯧 부산 땅주인하고 강남 땅주인이 누구 땅이 더 비싸냐 싸우면 누가 이기겠냐 깝치지말자 승무야 ㅋㅋ,절륜환관 140화,5,댓글 달기
178,세월은구름처럼,21.03.17,ㄱㅊ가 없나?,절륜환관 137화,5,3
179,잠퉁이,21.03.14,"질투에 눈이 멀어 앞을 보지 못함이 안타까움이나..
스스로 목숨을 내놓아 자신의 충절을 보였으나 그 안타까움에 한숨만 나올뿐일세..
사합지야.. 사합지야.. 조금만 참고 주위를 둘러보았으면..",절륜환관 134화,5,댓글 달기
180,정영기,21.03.07,고자뜻이뭔가 말그대로 고장난자지인가,절륜환관 25화,5,6
181,yeohaklee,21.03.02,"대단한데요.초고속승진이네요.그런데 일이 잘풀리니 엉뚱하게 수천계의 첩자로 오인을 받을수가있군요.조심해야겠어요.무슨일이일어나도,이상하지않는곳이 황궁소문입니다.",절륜환관 124화,5,2
182,잠퉁이,21.03.01,"전편에 무어라 하시던 분들..
이렇게 잘 풀어나가는 작가님에게 무어라 하지 맙시다..
작가님..항상 좋은글 감사드립니다.
참고로 카페는 지각과 급작스러운 휴재에 민감합니다..ㅜㅜ
편집자님.. 업로드 시간만 지켜주세요..
빨리 올려주시거나 연참은 항상 고맙습니다.",절륜환관 123화,5,댓글 달기
183,ycs,21.02.28,환관일족 합창은 주인공이 궁에 입궁해서 황제대면할 때마다 하는 대면절차처럼보일지경...  재밌지만 작가님의 필력으로 좀 다르게 풀었으면 좋지 않았을까 싶네요. 물론 어떻게 풀어야할지는 모름,절륜환관 122화,5,댓글 달기
184,벚꽃지는날,21.02.27,"확실히 문관쪽이 환관 견제한것도 맞고 학교 못나왔다고 천시한 것도 맞는데...

솔직히 문관들이 말한 '국정운영하는데 뭐좀 안된다 싶으면 감정싸움으로 몰아간다' 는 맞는 얘기지 않아..?",절륜환관 122화,5,댓글 달기
185,예나만봐,21.02.27,마지막 문장 ㄹㅇ 정치가들 아닌가?,절륜환관 122화,5,댓글 달기
186,셀세타,21.02.27,편집자가 분량 누락시켰었나?,절륜환관 121화,5,댓글 달기
187,1020choi44,21.02.26,소주에 가면  여자는 세고  셌..  아!  고자지.... 이런  개방의  후개가  거지보고  거지같은 놈이라고  하는 것보다 천배는  심한  욕이네  요즘  머리카락  가지고  놀리는  작품이  많이  보이더만  이정도의  놀림이라니... (광고)  고자왕  비뇨기과  02  1001  6969,절륜환관 107화,5,댓글 달기
188,유한,21.02.25,"아 너무해....
너무 멋있는데.... 왜................ㄸㄹㄹ...",절륜환관 75화,5,1
189,선생,21.02.23,"이책뭐여  살떨리네
전률환관에 빠지지만 환관은 되고 싶지 않은
환관에  환관에의한  환관을위한",절륜환관 75화,5,댓글 달기
190,우르산대공,21.02.21,문닫아라 지금부터 제갈형제 도자장 작업들어갑니다 집도는 본인이 하겠다  제갈형제는 환관동일체가 됨을 삼생을 영광으로 알라,절륜환관 81화,5,댓글 달기
191,우르산대공,21.02.18,오크틀이 불타르  외칠때 본 고자일족은 맞은산 봉우리에서 끼요옷 하였느리라.푸른초원의 늑대후예 몽골이 말달릴때 무고추심영대왕께서는 울부짖으셨느나라 ㅡ내가!  내가!  고자라니~,절륜환관 41화,5,댓글 달기
192,ㅇㅇ,21.02.18,세 다리 멀쩡한게 두 다리뿐이라....,절륜환관 50화,5,댓글 달기
193,noPants,21.02.18,소재가 진짜 참신하네ㅋㅋㅋ 극초반에는 전형적인 앞뒤 개연성없는 기연 클리쉐라 무료분까지만 봐야지했는데 시작부터 끌고온 주된 소재를 아주 재밌게 풀어가네ㅎㅎ,절륜환관 33화,5,댓글 달기
194,연록흔好,21.02.18,오호  입에짝짝달라붙네,절륜환관 57화,5,댓글 달기
195,신의버섯수,21.02.18,이야 인생은 줄이구만,절륜환관 76화,5,댓글 달기
196,신의버섯수,21.02.18,고자가 멋있어서 보이는 소설은 첨이구만,절륜환관 75화,5,댓글 달기
197,우르산대공,21.02.17,허허허 심영아~  옛다~  내가 퍼주는 것으로 싸인 고자의 한을 맘껏 풀어보거라아,절륜환관 13화,5,댓글 달기
198,신의버섯수,21.02.17,끼요옷. ㅡㅡ^,절륜환관 59화,5,댓글 달기
199,빈이,21.02.17,주고치 천자의 아들도 천자다..!!!,절륜환관 35화,5,댓글 달기
200,에라,21.02.17,나도 110화까지보고 넘어옴. 여기무료로 2500원 정도 아끼다가 다시 결제할요량. 돈이 안아까운 소설이지만 아끼면 좋자나 ㅋㅋㅋ 암튼 잘보고갑니다,절륜환관 111화,5,댓글 달기
201,촑수?,21.02.17,"봉을 잡았다라고할때 처음에는 아무생각 없으셨죠?
근데 그다음걸보니 이해 되셨죠?
다그래요.......",절륜환관 40화,5,1
202,헬로🙋,21.02.16,누가 별점테러하냐,절륜환관 56화,5,1
203,dsdaasddd111,22.06.05,ㅋㅋㅋㅋㅋ 예상대로다 용머리에 뱀꼬리도 아까움 지렁이도 안되는걸로 ㅋㅋ 전작도 문x아에서 집필했다고 했는데 거서도 이런식으로 마무리하고 런했다는데 카카페랑 동시 연재하면서도 똑같이 그러네.. 진짜 작가 책임감없다. 독자를 개돼지로 보는것도 아니고 연재공지도 제대로 하지도 않고 이렇게 끝내네 ㅋㅋ 이제 필명보면 알아서 걸러야겟다,절륜환관 366화,4,1
204,브라더,22.03.14,ㅋㅋ 뭐하자는건지 또 공지 없이 안올리다가 갑자기 또 올리네 독자를 개돼지로 생각하나,절륜환관 327화,4,1
205,굵은악마,22.02.24,"정통무렵 스타일 중 가장 짜증을 불러 일으키는 유형이 바로 저 녹색눈알 여자 같은 요소를 넣는 것임.
날고 기고 악당들을 난관으로 내세웠다가
누가봐도 시원찮은 인물을 어떤 명화한 논리도 없이 그저 신비스러운 힘을 지녔다 라는 설정 하나만으로 또다른 보스로 설정해서 위기 분위기를 조성하며 스토리를 이끌어나가는 것. 즉 밸런스에 문제가 있다 이거야.",절륜환관 321화,4,댓글 달기
206,늘푸르른남자,21.12.17,"청하누님도 저정도는 아니었는데! 심지어 여자까지 되버렸는데!
진짜 주인공은 다 가져버렸네 ㅋㅋ",절륜환관 289화,4,2
207,브라더,21.10.27,아니 연재주기좀 공지 하라고 ... 진짜 출판사 일안하네 작가도 똑같음,절륜환관 276화,4,3
208,느린걸음,21.10.06,현도와 편수인가?,절륜환관 267화,4,댓글 달기
209,nissy,21.09.30,작가님 힘내세요! 작가님 작품에 기쁨을 느낍니다 고맙습니다!,절륜환관 264화,4,댓글 달기
210,닭죽,21.09.25,휴재공지는 20~22일이지만 실제론 18일부터 휴재고 계속 휴재네ㄷㄷ 출판사는 공지도지우고 레전드 그자체ㅋㅋㄱㅋㅋㅋㅋㅋ,절륜환관,4,댓글 달기
211,브라더,21.09.23,애초에 연재도 정해진 주기도 없으면서 추가 휴재까지 ㅋㅋ  대단,절륜환관 262화,4,댓글 달기
212,Sunday,21.09.17,"연휴에  계속  연재하지못할까
 ~~끼~욧..",절륜환관 262화,4,댓글 달기
213,브리다,21.09.17,"허어!
허어!
허헛!
으헉!
이런 식으로 쓸데없는 대사 계속 넣어야되나요? 오히려 흐름을 끊습니다. 이름도 모를 엑스트라들한테 대사 하나씩 다 줄건가요? 한 사람에 대해서 여러가지 호칭이 있다고 한 장면에서 그 호칭들이 다 나와야되나요? 억지로 분량 늘린 레포트 읽는 느낌입니다..",절륜환관 262화,4,댓글 달기
214,아이비,21.09.07,사족이 정말많네요. ㅋ 스토리외 부차적 주변 묘사가 과할정도로 많네요.,절륜환관 257화,4,댓글 달기
215,띵~띠딩~띵~띵딩,21.09.01,이젠 뻔한 먼치킨 무협소설이 된듯. 고자꼴 면한이후로 특색이 없어진듯,절륜환관 254화,4,댓글 달기
216,jdsp5051,21.08.31,악가 아니저라도 아차피 제갈가도 한표 행사 가능한거 아닌가,절륜환관 252화,4,댓글 달기
217,Wonderland,21.08.30,기다린 보람을 매번 120% 느끼게 해주는 작가님~. 시간이 걸려도 지금처럼 계속 건필해주시길~~^^,절륜환관 252화,4,댓글 달기
218,코르데리아,21.08.28,나라에서 혼인명내려서 식올리고 호적정리했으면 부부지. 니가 뭔상관인데!,절륜환관 251화,4,1
219,LynnKim(US),21.08.21,"부들부들. . . .
내바 왜 이책을  보기시작한것일까?
돌아버리겠다는. .
첨에는 몰아봐서 신이났지만. .
부르르...
지금은  매일매일 새 스토리가 올라오기만을  기다리니..
갠적으로는 고전인 김용작품이후로 신무협중 최고인듯!!!!",절륜환관 247화,4,댓글 달기
220,옆집오빠,21.08.20,"제갈초승 5인은 역모에 가담을 한건데
살려주는게 약간 이해가 안가는 부분이긴한데. 모르고 있던것도 아니고 가담을 했는데 면죄를 한거나 마찬가지이니...
다른 역모에 참가한걸 모르는 자식들이 있다던가 해서 대를 잇게 하는 전개가 나오는게 더 사이다식으로 끝낼수 있지 않았을까 생각이드네요....뭐 별개로 재미는.있습니다.",절륜환관 148화,4,댓글 달기
221,ICHLIEBEDICH,21.08.17,ㅋㅋ이게 첫작품이라고? 고인물이 부케로 뉴비인척하네! 안속아요,절륜환관 151화,4,댓글 달기
222,silk,21.08.16,와~%정말 소름끼치는 전개네요~~!!!울며..웃으며.. 잘 읽고 있습니다!!!!!!,절륜환관 93화,4,댓글 달기
223,🌸,21.08.15,이 명장면에 댓글들은 끼요옷 끼요옷 ♬♬♩ㅋㅋㅋㅋ개웃기네,절륜환관 68화,4,댓글 달기
224,silk,21.08.14,어처구니없네... 그냥 좀 달게받지...ㅠㅠ 괘씸죄로 몇배가 돌아온거야..,절륜환관 35화,4,댓글 달기
225,광대내려,21.08.13,본성이 고자라는 말은 너무한거 아니냐,절륜환관 33화,4,댓글 달기
226,acepro,21.08.09,갈수록 늘어지는 느낌이다. 긴장감이 떨어지고 재미가 반감된다. 그리고 글 올라오는 속도가 넘 느려요.,절륜환관 238화,4,댓글 달기
227,흑염룡,21.08.08,"저거먹고 환골탈태해서
고자탈출 했다고 이제
못지켜준다고 궁나간다고 하면
졸라 빡치겠네",절륜환관 180화,4,댓글 달기
228,흑염룡,21.08.05,"아니 황제는 고자한테
처를 만들어주고 싶었던거고
그 고자는 사실 심영이 아니었던...
이 무슨 개같은 드립이 된거지",절륜환관 149화,4,댓글 달기
